path_id,inserted,dep_min,dep_hhmm,route,dwell_min
NB_18,1,1106,18:26,j0@18:26 -> j1@18:30 -> j2@18:32 -> j3@18:33 -> j4@18:36 -> j5@18:37 -> j6@18:44 -> j7@18:47 -> j8@18:51 -> j9@18:54+1m -> j10@18:58 -> j11@19:02,1
NB_19,0,,,,
NB_20,1,1217,20:17,j0@20:17 -> j1@20:21 -> j2@20:23 -> j3@20:24 -> j4@20:27 -> j5@20:28 -> j6@20:35 -> j7@20:38 -> j8@20:42 -> j9@20:45 -> j10@20:48 -> j11@20:52,0
NB_21,1,1272,21:12,j0@21:12 -> j1@21:16 -> j2@21:18 -> j3@21:19+1m -> j4@21:23 -> j5@21:24 -> j6@21:31 -> j7@21:34 -> j8@21:38 -> j9@21:41 -> j10@21:44 -> j11@21:48,1
NB_22,1,1356,22:36,j0@22:36 -> j1@22:40 -> j2@22:42 -> j3@22:43 -> j4@22:46 -> j5@22:47 -> j6@22:54 -> j7@22:57 -> j8@23:01 -> j9@23:04 -> j10@23:07 -> j11@23:11,0
NB_23,1,1384,23:04,j0@23:04 -> j1@23:08 -> j2@23:10 -> j3@23:11 -> j4@23:14 -> j5@23:15 -> j6@23:22 -> j7@23:25 -> j8@23:29 -> j9@23:32 -> j10@23:35 -> j11@23:39,0
SB_00,1,0,00:00,j11@00:00 -> j10@00:04 -> j9@00:07 -> j8@00:10 -> j7@00:13 -> j6@00:16 -> j5@00:22 -> j4@00:23 -> j3@00:25 -> j2@00:26 -> j1@00:27 -> j0@00:31,0
SB_01,1,65,01:05,j11@01:05 -> j10@01:09 -> j9@01:12 -> j8@01:15 -> j7@01:18 -> j6@01:21 -> j5@01:27 -> j4@01:28 -> j3@01:30 -> j2@01:31 -> j1@01:32 -> j0@01:36,0
SB_02,1,129,02:09,j11@02:09 -> j10@02:13 -> j9@02:16 -> j8@02:19 -> j7@02:22 -> j6@02:25 -> j5@02:31 -> j4@02:32 -> j3@02:34 -> j2@02:35 -> j1@02:36 -> j0@02:40,0
SB_03,1,180,03:00,j11@03:00 -> j10@03:04 -> j9@03:07 -> j8@03:10 -> j7@03:13 -> j6@03:16 -> j5@03:22 -> j4@03:23 -> j3@03:25 -> j2@03:26 -> j1@03:27 -> j0@03:31,0
SB_04,1,243,04:03,j11@04:03 -> j10@04:07 -> j9@04:10 -> j8@04:13 -> j7@04:16 -> j6@04:19 -> j5@04:25 -> j4@04:26 -> j3@04:28 -> j2@04:29 -> j1@04:30 -> j0@04:34,0
SB_05,1,300,05:00,j11@05:00 -> j10@05:04 -> j9@05:07 -> j8@05:10 -> j7@05:13 -> j6@05:16 -> j5@05:22 -> j4@05:23 -> j3@05:25 -> j2@05:26 -> j1@05:27 -> j0@05:31,0
SB_06,1,360,06:00,j11@06:00 -> j10@06:04 -> j9@06:07 -> j8@06:10 -> j7@06:13 -> j6@06:16 -> j5@06:22 -> j4@06:23 -> j3@06:25 -> j2@06:26 -> j1@06:27 -> j0@06:31,0
SB_07,1,420,07:00,j11@07:00 -> j10@07:04 -> j9@07:07 -> j8@07:10 -> j7@07:13 -> j6@07:16 -> j5@07:22 -> j4@07:23 -> j3@07:25 -> j2@07:26 -> j1@07:27 -> j0@07:31,0
SB_08,1,480,08:00,j11@08:00 -> j10@08:04 -> j9@08:07 -> j8@08:10 -> j7@08:13 -> j6@08:16 -> j5@08:22 -> j4@08:23 -> j3@08:25 -> j2@08:26 -> j1@08:27 -> j0@08:31,0
SB_09,1,540,09:00,j11@09:00 -> j10@09:04 -> j9@09:07 -> j8@09:10 -> j7@09:13 -> j6@09:16 -> j5@09:22 -> j4@09:23 -> j3@09:25 -> j2@09:26 -> j1@09:27 -> j0@09:31,0
SB_10,1,600,10:00,j11@10:00 -> j10@10:04 -> j9@10:07 -> j8@10:10 -> j7@10:13 -> j6@10:16 -> j5@10:22 -> j4@10:23 -> j3@10:25 -> j2@10:26 -> j1@10:27 -> j0@10:31,0
SB_11,1,660,11:00,j11@11:00 -> j10@11:04 -> j9@11:07 -> j8@11:10 -> j7@11:13 -> j6@11:16 -> j5@11:22 -> j4@11:23 -> j3@11:25 -> j2@11:26 -> j1@11:27 -> j0@11:31,0
SB_12,1,720,12:00,j11@12:00 -> j10@12:04 -> j9@12:07 -> j8@12:10 -> j7@12:13 -> j6@12:16 -> j5@12:22 -> j4@12:23 -> j3@12:25 -> j2@12:26 -> j1@12:27 -> j0@12:31,0
SB_13,1,780,13:00,j11@13:00 -> j10@13:04 -> j9@13:07 -> j8@13:10 -> j7@13:13 -> j6@13:16 -> j5@13:22 -> j4@13:23 -> j3@13:25 -> j2@13:26 -> j1@13:27 -> j0@13:31,0
SB_14,1,842,14:02,j11@14:02 -> j10@14:06 -> j9@14:09 -> j8@14:12 -> j7@14:15 -> j6@14:18 -> j5@14:24 -> j4@14:25 -> j3@14:27 -> j2@14:28 -> j1@14:29 -> j0@14:33,0
SB_15,1,900,15:00,j11@15:00 -> j10@15:04 -> j9@15:07 -> j8@15:10 -> j7@15:13 -> j6@15:16 -> j5@15:22 -> j4@15:23 -> j3@15:25 -> j2@15:26 -> j1@15:27 -> j0@15:31,0
SB_16,1,960,16:00,j11@16:00 -> j10@16:04 -> j9@16:07 -> j8@16:10 -> j7@16:13 -> j6@16:16 -> j5@16:22 -> j4@16:23 -> j3@16:25 -> j2@16:26 -> j1@16:27 -> j0@16:31,0
SB_17,1,1020,17:00,j11@17:00 -> j10@17:04 -> j9@17:07 -> j8@17:10 -> j7@17:13 -> j6@17:16 -> j5@17:22 -> j4@17:23 -> j3@17:25 -> j2@17:26 -> j1@17:27 -> j0@17:31,0
SB_18,1,1081,18:01,j11@18:01 -> j10@18:05 -> j9@18:08 -> j8@18:11 -> j7@18:14 -> j6@18:17 -> j5@18:23 -> j4@18:24 -> j3@18:26 -> j2@18:27 -> j1@18:28 -> j0@18:32,0
SB_19,1,1143,19:03,j11@19:03 -> j10@19:07 -> j9@19:10 -> j8@19:13 -> j7@19:16 -> j6@19:19 -> j5@19:25 -> j4@19:26 -> j3@19:28 -> j2@19:29 -> j1@19:30 -> j0@19:34,0
SB_20,1,1200,20:00,j11@20:00 -> j10@20:04 -> j9@20:07 -> j8@20:10 -> j7@20:13 -> j6@20:16 -> j5@20:22 -> j4@20:23 -> j3@20:25 -> j2@20:26 -> j1@20:27 -> j0@20:31,0
SB_21,1,1260,21:00,j11@21:00 -> j10@21:04 -> j9@21:07 -> j8@21:10 -> j7@21:13 -> j6@21:16 -> j5@21:22 -> j4@21:23 -> j3@21:25 -> j2@21:26 -> j1@21:27 -> j0@21:31,0
SB_22,1,1323,22:03,j11@22:03 -> j10@22:07 -> j9@22:10 -> j8@22:13 -> j7@22:16 -> j6@22:19 -> j5@22:25 -> j4@22:26 -> j3@22:28 -> j2@22:29 -> j1@22:30 -> j0@22:34,0
SB_23,1,1380,23:00,j11@23:00 -> j10@23:04 -> j9@23:07 -> j8@23:10 -> j7@23:13 -> j6@23:16 -> j5@23:22 -> j4@23:23 -> j3@23:25 -> j2@23:26 -> j1@23:27 -> j0@23:31,0
