path_id,inserted,dep_min,dep_hhmm,route,dwell_min
SB_10,1,600,10:00,j11@10:00 -> j10@10:04 -> j9@10:07 -> j8@10:10 -> j7@10:13 -> j6@10:16 -> j5@10:22 -> j4@10:23 -> j3@10:25 -> j2@10:26 -> j1@10:27 -> j0@10:31,0
SB_11,1,665,11:05,j11@11:05 -> j10@11:09 -> j9@11:12 -> j8@11:15 -> j7@11:18 -> j6@11:21 -> j5@11:27 -> j4@11:28 -> j3@11:30 -> j2@11:31 -> j1@11:32 -> j0@11:36,0
SB_12,1,720,12:00,j11@12:00 -> j10@12:04 -> j9@12:07 -> j8@12:10 -> j7@12:13 -> j6@12:16 -> j5@12:22 -> j4@12:23 -> j3@12:25 -> j2@12:26 -> j1@12:27 -> j0@12:31,0
SB_13,1,780,13:00,j11@13:00 -> j10@13:04 -> j9@13:07 -> j8@13:10 -> j7@13:13 -> j6@13:16 -> j5@13:22 -> j4@13:23 -> j3@13:25 -> j2@13:26 -> j1@13:27 -> j0@13:31,0
SB_14,1,840,14:00,j11@14:00 -> j10@14:04 -> j9@14:07 -> j8@14:10 -> j7@14:13 -> j6@14:16 -> j5@14:22 -> j4@14:23 -> j3@14:25 -> j2@14:26 -> j1@14:27 -> j0@14:31,0
SB_15,1,900,15:00,j11@15:00 -> j10@15:04 -> j9@15:07 -> j8@15:10 -> j7@15:13 -> j6@15:16 -> j5@15:22 -> j4@15:23 -> j3@15:25 -> j2@15:26 -> j1@15:27 -> j0@15:31,0
SB_16,1,960,16:00,j11@16:00 -> j10@16:04 -> j9@16:07 -> j8@16:10 -> j7@16:13 -> j6@16:16 -> j5@16:22 -> j4@16:23 -> j3@16:25 -> j2@16:26 -> j1@16:27 -> j0@16:31,0
SB_17,1,1020,17:00,j11@17:00 -> j10@17:04 -> j9@17:07 -> j8@17:10 -> j7@17:13 -> j6@17:16 -> j5@17:22 -> j4@17:23 -> j3@17:25 -> j2@17:26 -> j1@17:27 -> j0@17:31,0
SB_18,1,1080,18:00,j11@18:00 -> j10@18:04 -> j9@18:07 -> j8@18:10 -> j7@18:13 -> j6@18:16 -> j5@18:22 -> j4@18:23 -> j3@18:25 -> j2@18:26 -> j1@18:27 -> j0@18:31,0
SB_19,1,1140,19:00,j11@19:00 -> j10@19:04 -> j9@19:07 -> j8@19:10 -> j7@19:13 -> j6@19:16 -> j5@19:22 -> j4@19:23 -> j3@19:25 -> j2@19:26 -> j1@19:27 -> j0@19:31,0
SB_20,1,1200,20:00,j11@20:00 -> j10@20:04 -> j9@20:07 -> j8@20:10 -> j7@20:13 -> j6@20:16 -> j5@20:22 -> j4@20:23 -> j3@20:25 -> j2@20:26 -> j1@20:27 -> j0@20:31,0
SB_21,1,1260,21:00,j11@21:00 -> j10@21:04 -> j9@21:07 -> j8@21:10 -> j7@21:13 -> j6@21:16 -> j5@21:22 -> j4@21:23 -> j3@21:25 -> j2@21:26 -> j1@21:27 -> j0@21:31,0
SB_22,1,1320,22:00,j11@22:00 -> j10@22:04 -> j9@22:07 -> j8@22:10 -> j7@22:13 -> j6@22:16 -> j5@22:22 -> j4@22:23 -> j3@22:25 -> j2@22:26 -> j1@22:27 -> j0@22:31,0
SB_23,1,1380,23:00,j11@23:00 -> j10@23:04 -> j9@23:07 -> j8@23:10 -> j7@23:13 -> j6@23:16 -> j5@23:22 -> j4@23:23 -> j3@23:25 -> j2@23:26 -> j1@23:27 -> j0@23:31,0
